Date,ADANIENT.NS,ADANIPORTS.NS,APOLLOHOSP.NS,ASIANPAINT.NS,AXISBANK.NS,BAJAJ-AUTO.NS,BAJAJFINSV.NS,BAJFINANCE.NS,BHARTIARTL.NS,BPCL.NS,BRITANNIA.NS,CIPLA.NS,COALINDIA.NS,DIVISLAB.NS,DRREDDY.NS,EICHERMOT.NS,GRASIM.NS,HCLTECH.NS,HDFCBANK.NS,HDFCLIFE.NS,HEROMOTOCO.NS,HINDALCO.NS,HINDUNILVR.NS,ICICIBANK.NS,ICICIPRULI.NS,INDUSINDBK.NS,INFY.NS,ITC.NS,JSWSTEEL.NS,KOTAKBANK.NS,LT.NS,M&M.NS,MARUTI.NS,NESTLEIND.NS,NTPC.NS,ONGC.NS,POWERGRID.NS,RELIANCE.NS,SBILIFE.NS,SBIN.NS,SUNPHARMA.NS,TATACONSUM.NS,TATAMOTORS.NS,TATASTEEL.NS,TCS.NS,TECHM.NS,TITAN.NS,ULTRACEMCO.NS,UPL.NS,WIPRO.NS
2025-01-15,2388.14990234375,1128.9000244140625,6682.3984375,2229.699951171875,1026.800048828125,8578.0,1671.6500244140625,7177.39990234375,1607.449951171875,261.8265686035156,4877.0,1447.199951171875,369.1519775390625,5876.85009765625,1337.199951171875,5081.89990234375,2317.550048828125,1792.79248046875,1643.050048828125,594.2000122070312,4011.2548828125,591.5499877929688,2373.0,1238.25,633.0499877929688,962.4500122070312,1949.6500244140625,430.5539855957031,904.0499877929688,1789.5999755859375,3501.39990234375,2960.25,11947.400390625,2185.653076171875,318.8627624511719,253.14036560058594,295.19769287109375,1252.199951171875,1469.9522705078125,753.7000122070312,1746.325439453125,955.5499877929688,763.5999755859375,126.52999877929688,4182.9208984375,1675.949951171875,3323.5,10521.650390625,546.9000244140625,286.9480895996094
2025-01-16,2427.85009765625,1150.75,6780.06005859375,2215.60009765625,1038.0,8581.9501953125,1697.3499755859375,7259.75,1630.199951171875,261.728515625,4844.5498046875,1443.5,373.3401794433594,5916.0498046875,1302.75,5047.7998046875,2350.699951171875,1759.945556640625,1652.050048828125,641.4000244140625,3974.38037109375,602.5999755859375,2345.0,1249.0999755859375,651.4000244140625,975.3499755859375,1928.449951171875,426.1239013671875,906.7999877929688,1805.550048828125,3507.89990234375,2980.60009765625,12092.2998046875,2155.496337890625,322.98065185546875,258.0427551269531,294.2092590332031,1266.449951171875,1510.724609375,766.2999877929688,1752.7369384765625,937.7000122070312,774.3499755859375,127.80999755859375,4140.2998046875,1687.6500244140625,3316.89990234375,10636.2001953125,546.2999877929688,282.4377136230469
2025-01-17,2399.800048828125,1163.5,6818.4560546875,2261.0,991.0499877929688,8581.400390625,1680.6500244140625,7182.10009765625,1627.5,268.2987060546875,4854.39990234375,1442.300048828125,382.0121765136719,5916.0498046875,1309.4000244140625,5012.2998046875,2375.85009765625,1768.4969482421875,1636.75,642.2000122070312,3997.695068359375,617.0,2354.0,1225.449951171875,645.75,970.9500122070312,1815.449951171875,433.3597106933594,908.5999755859375,1758.5999755859375,3568.64990234375,2917.35009765625,12136.349609375,2203.091552734375,323.6256103515625,261.3666076660156,299.10205078125,1302.3499755859375,1537.5736083984375,764.0999755859375,1775.84765625,954.4500122070312,779.75,130.27999877929688,4124.2998046875,1660.300048828125,3357.39990234375,10580.0,551.7000122070312,276.4565734863281
2025-01-20,2442.800048828125,1148.699951171875,6771.27294921875,2280.550048828125,988.0499877929688,8544.400390625,1735.199951171875,7440.10009765625,1641.1500244140625,271.927001953125,4885.39990234375,1445.449951171875,381.4208984375,6000.60009765625,1302.3499755859375,5016.75,2402.0,1775.7135009765625,1651.25,634.0499877929688,3991.939697265625,618.1500244140625,2345.199951171875,1232.949951171875,641.2999877929688,970.7000122070312,1813.300048828125,430.8985290527344,919.2000122070312,1920.5,3593.0,2888.10009765625,12020.0498046875,2199.911865234375,333.448974609375,264.1021423339844,302.7098388671875,1305.449951171875,1496.85107421875,779.25,1767.5972900390625,960.2999877929688,774.3499755859375,131.66000366210938,4077.800048828125,1674.5999755859375,3382.25,10624.4501953125,552.8499755859375,294.4000244140625
2025-01-21,2384.300048828125,1106.199951171875,6909.37744140625,2260.35009765625,970.2000122070312,8468.5498046875,1717.0,7291.64990234375,1626.1500244140625,274.7708435058594,4903.85009765625,1428.0,376.0008850097656,5818.89990234375,1288.1500244140625,4969.9501953125,2367.5,1781.8428955078125,1642.4000244140625,624.0,3926.286865234375,614.9500122070312,2340.5,1196.1500244140625,635.5499877929688,960.4500122070312,1800.699951171875,430.7508544921875,926.8499755859375,1893.300048828125,3541.10009765625,2821.300048828125,11883.7001953125,2182.4736328125,321.7899169921875,260.61163330078125,298.8549499511719,1273.699951171875,1463.76416015625,759.0499877929688,1752.140380859375,972.0999755859375,760.75,129.6999969482422,4035.85009765625,1640.5,3353.35009765625,10667.7998046875,544.25,292.53704833984375
2025-01-22,2376.550048828125,1102.25,6883.16455078125,2262.10009765625,959.2999877929688,8460.849609375,1743.300048828125,7397.14990234375,1631.75,272.22119140625,4956.7001953125,1439.4000244140625,373.6850891113281,5812.5,1296.25,5009.7001953125,2388.14990234375,1806.854248046875,1666.050048828125,618.2000122070312,3956.430419921875,613.4500122070312,2342.949951171875,1200.449951171875,598.0499877929688,970.9500122070312,1856.449951171875,430.20941162109375,919.4000244140625,1917.5,3518.199951171875,2826.449951171875,12020.349609375,2193.75146484375,319.9046325683594,258.8957824707031,294.11041259765625,1277.0999755859375,1457.2764892578125,753.4500122070312,1788.1732177734375,967.4000244140625,742.75,128.9199981689453,4156.60009765625,1683.949951171875,3356.449951171875,10693.75,542.7000122070312,303.0776062011719
2025-01-23,2385.0,1104.0,6911.0751953125,2276.35009765625,951.0499877929688,8399.9501953125,1746.1500244140625,7443.25,1636.0,265.9942321777344,5012.60009765625,1451.1500244140625,380.1890563964844,5850.9501953125,1289.4000244140625,5116.2001953125,2461.14990234375,1786.390380859375,1664.9000244140625,621.0,3999.98779296875,608.25,2321.699951171875,1201.75,594.7000122070312,970.9500122070312,1865.449951171875,433.3597106933594,929.9000244140625,1894.8499755859375,3503.25,2886.449951171875,12045.75,2184.957763671875,321.14495849609375,257.9153137207031,290.9474182128906,1263.6500244140625,1447.095703125,745.9000244140625,1822.61572265625,983.9000244140625,752.5,130.3699951171875,4145.4501953125,1713.4000244140625,3398.550048828125,11420.900390625,557.8499755859375,311.5100402832031
2025-01-24,2315.10009765625,1094.1500244140625,6735.52294921875,2262.39990234375,948.5,8401.5,1728.699951171875,7438.60009765625,1644.800048828125,258.6885681152344,5101.5498046875,1411.4000244140625,377.47906494140625,5762.60009765625,1224.4000244140625,5206.2998046875,2490.75,1772.4017333984375,1649.800048828125,621.0999755859375,3952.723388671875,606.9000244140625,2368.10009765625,1209.199951171875,590.5,950.7999877929688,1875.449951171875,434.7379455566406,932.4500122070312,1886.199951171875,3458.199951171875,2801.39990234375,11967.900390625,2193.8505859375,321.14495849609375,251.50299072265625,292.4300842285156,1246.300048828125,1437.6636962890625,744.1500244140625,1811.283935546875,992.3499755859375,734.0999755859375,129.74000549316406,4152.35009765625,1723.050048828125,3402.14990234375,11285.849609375,552.0,313.86328125
2025-01-27,2259.699951171875,1082.0,6685.99365234375,2251.5,948.0999755859375,8384.599609375,1711.5999755859375,7295.4501953125,1602.5999755859375,256.23699951171875,5176.25,1396.0999755859375,370.2852478027344,5576.75,1197.6500244140625,5144.5,2458.050048828125,1692.4244384765625,1629.800048828125,610.2000122070312,3917.6533203125,586.9000244140625,2392.85009765625,1227.949951171875,589.0499877929688,926.4500122070312,1822.0,433.26123046875,919.3499755859375,1881.4000244140625,3457.64990234375,2831.60009765625,11993.849609375,2160.91162109375,319.7062072753906,245.88482666015625,283.682373046875,1229.3499755859375,1421.694091796875,749.2000122070312,1776.145751953125,965.7999877929688,713.0499877929688,126.37000274658203,4065.14990234375,1653.9000244140625,3319.35009765625,11239.5,542.3499755859375,301.95001220703125
2025-01-28,2286.050048828125,1080.699951171875,6699.474609375,2241.800048828125,983.7999877929688,8398.400390625,1768.949951171875,7606.60009765625,1618.3499755859375,253.04998779296875,5060.75,1420.5999755859375,365.2593994140625,5410.2001953125,1181.25,5105.39990234375,2411.300048828125,1673.937744140625,1670.4000244140625,611.5499877929688,3927.799072265625,573.8499755859375,2388.85009765625,1246.9000244140625,600.2999877929688,934.1500244140625,1829.75,428.6835021972656,916.1500244140625,1887.75,3413.89990234375,2870.60009765625,12123.75,2142.5791015625,315.7867431640625,243.8258056640625,280.6676330566406,1234.4000244140625,1416.803466796875,752.4000244140625,1695.2830810546875,961.25,728.25,128.6199951171875,4040.300048828125,1648.3499755859375,3325.89990234375,11296.349609375,538.6500244140625,303.6000061035156
2025-01-29,2318.60009765625,1096.949951171875,6774.7177734375,2223.14990234375,983.4000244140625,8625.849609375,1790.4000244140625,7759.64990234375,1600.449951171875,257.0,5037.0498046875,1423.949951171875,373.93145751953125,5620.14990234375,1181.199951171875,5182.89990234375,2453.64990234375,1699.39404296875,1677.300048828125,628.3499755859375,3972.7705078125,584.0999755859375,2383.949951171875,1251.6500244140625,606.7999877929688,948.2999877929688,1881.25,426.6161193847656,937.5999755859375,1920.3499755859375,3449.699951171875,2924.35009765625,11977.900390625,2166.82373046875,318.7635498046875,246.4927215576172,284.5225524902344,1235.5,1458.124755859375,758.4500122070312,1724.9542236328125,960.5,752.5,130.8000030517578,4099.7998046875,1681.1500244140625,3370.75,11544.849609375,553.0999755859375,312.45001220703125
2025-01-30,2252.60009765625,1077.050048828125,6815.0107421875,2249.85009765625,984.7000122070312,8747.7998046875,1745.199951171875,7901.64990234375,1640.75,257.1499938964844,5075.35009765625,1457.449951171875,379.4499816894531,5735.89990234375,1194.5,5164.35009765625,2491.699951171875,1693.5614013671875,1691.5,634.1500244140625,4075.541748046875,587.8499755859375,2408.75,1255.5999755859375,611.4000244140625,957.0499877929688,1859.949951171875,429.4218444824219,950.8499755859375,1901.5,3420.949951171875,2971.449951171875,12000.0,2203.24072265625,320.5,251.70887756347656,291.93585205078125,1253.050048828125,1470.10205078125,762.5999755859375,1728.6817626953125,966.7000122070312,696.8499755859375,131.1199951171875,4100.0498046875,1670.0999755859375,3368.39990234375,11479.400390625,566.9500122070312,309.0
2025-01-31,2287.800048828125,1099.3499755859375,6800.880859375,2300.800048828125,986.0999755859375,8847.7998046875,1736.0999755859375,7885.10009765625,1626.300048828125,261.1000061035156,5129.64990234375,1479.4000244140625,395.8999938964844,5577.7001953125,1217.3499755859375,5194.2998046875,2508.85009765625,1705.7705078125,1698.75,638.0499877929688,4232.9423828125,594.2999877929688,2468.800048828125,1252.800048828125,616.0,991.2000122070312,1879.800048828125,440.5462341308594,945.0,1901.300048828125,3567.39990234375,2989.85009765625,12310.650390625,2298.480712890625,324.0,257.48388671875,298.16302490234375,1265.0999755859375,1480.7816162109375,772.9000244140625,1733.502685546875,1024.6500244140625,716.0999755859375,134.6199951171875,4112.39990234375,1674.449951171875,3490.25,11487.4501953125,603.75,311.8999938964844
2025-02-01,2270.0,1084.0999755859375,6831.43798828125,2351.14990234375,998.1500244140625,9155.599609375,1754.0,8000.10009765625,1623.25,255.64999389648438,5201.35009765625,1439.5,385.29998779296875,5618.5498046875,1204.949951171875,5390.14990234375,2440.75,1674.67919921875,1690.949951171875,625.5,4294.400390625,586.4500122070312,2506.050048828125,1255.550048828125,606.0,1009.4000244140625,1851.3499755859375,455.36236572265625,934.25,1903.0999755859375,3447.5,3076.75,12916.5,2312.3916015625,317.70001220703125,252.5226593017578,286.49945068359375,1264.5999755859375,1451.587158203125,766.0,1731.76318359375,1069.8499755859375,706.5499877929688,132.97000122070312,4073.14990234375,1646.4000244140625,3552.0,11259.150390625,604.0,304.79998779296875
2025-02-03,2261.85009765625,1084.8499755859375,6789.04736328125,2292.25,989.4000244140625,8926.5498046875,1794.8499755859375,8425.7998046875,1652.3499755859375,249.5500030517578,5105.5498046875,1420.550048828125,374.0,5884.10009765625,1203.8499755859375,5485.25,2473.64990234375,1672.7020263671875,1678.0,621.4000244140625,4181.7275390625,574.0499877929688,2441.949951171875,1253.0,604.6500244140625,1012.7000122070312,1863.300048828125,447.2898254394531,933.9500122070312,1884.5,3289.199951171875,3173.300048828125,13139.9501953125,2302.35595703125,311.25,244.1395721435547,280.51934814453125,1245.9000244140625,1457.176513671875,760.9500122070312,1730.1728515625,1036.300048828125,687.4500122070312,131.82000732421875,4068.64990234375,1654.699951171875,3580.300048828125,11174.650390625,630.25,313.6000061035156
2025-02-04,2301.5,1125.0999755859375,6782.60693359375,2354.35009765625,1015.2999877929688,8911.400390625,1813.25,8475.349609375,1661.449951171875,255.9499969482422,5028.35009765625,1449.050048828125,376.54998779296875,6096.25,1219.949951171875,5450.10009765625,2484.699951171875,1712.78955078125,1720.9000244140625,625.9000244140625,4133.390625,583.9500122070312,2438.050048828125,1268.199951171875,606.9500122070312,1047.1500244140625,1898.800048828125,448.0773620605469,944.25,1928.5,3439.14990234375,3189.050048828125,13109.9501953125,2284.818115234375,319.1000061035156,249.14002990722656,282.34796142578125,1285.199951171875,1469.6029052734375,779.2000122070312,1754.6751708984375,1034.199951171875,710.5499877929688,133.4199981689453,4107.0498046875,1659.050048828125,3597.699951171875,11519.150390625,636.9000244140625,316.25
2025-02-05,2324.60009765625,1144.3499755859375,6934.84130859375,2275.199951171875,1013.2999877929688,8927.7998046875,1796.75,8509.4501953125,1660.449951171875,261.25,4932.64990234375,1436.800048828125,382.8500061035156,6123.5,1227.550048828125,5417.2001953125,2490.0,1693.314208984375,1737.800048828125,627.8499755859375,4165.87548828125,600.5999755859375,2391.050048828125,1267.699951171875,605.25,1061.199951171875,1897.050048828125,441.1861572265625,949.9000244140625,1911.75,3383.199951171875,3178.75,13086.7998046875,2234.6396484375,319.6000061035156,256.5426330566406,281.9031982421875,1278.199951171875,1466.359130859375,766.0499877929688,1742.25,1015.2999877929688,717.0499877929688,134.39999389648438,4091.10009765625,1661.0,3490.89990234375,11585.7001953125,645.4500122070312,317.1000061035156
2025-02-06,2312.449951171875,1164.050048828125,6864.541015625,2263.39990234375,1020.7000122070312,8846.349609375,1788.0,8507.2998046875,1619.75,262.54998779296875,4956.0498046875,1471.5,379.6000061035156,6119.7001953125,1236.6500244140625,5342.0,2499.0,1703.8427734375,1743.8499755859375,631.9500122070312,4126.5126953125,595.4500122070312,2372.699951171875,1272.4000244140625,599.9500122070312,1065.550048828125,1915.6500244140625,434.2456970214844,948.4000244140625,1915.949951171875,3352.75,3139.949951171875,13074.0,2225.199951171875,312.79998779296875,251.14999389648438,277.8999938964844,1281.550048828125,1462.3167724609375,752.25,1742.0,1023.3499755859375,709.6500244140625,132.5399932861328,4082.75,1669.5999755859375,3410.75,11477.349609375,644.75,317.95001220703125
2025-02-07,2338.800048828125,1146.0999755859375,6780.958984375,2271.0,1024.0999755859375,8989.400390625,1798.3499755859375,8474.25,1676.75,264.29998779296875,4870.5,1472.25,378.25,6140.5498046875,1240.4000244140625,5372.5498046875,2487.60009765625,1705.96826171875,1732.75,635.7000122070312,4170.021484375,607.4000244140625,2363.85009765625,1256.9000244140625,600.0499877929688,1079.0999755859375,1903.6500244140625,424.15496826171875,980.75,1929.25,3336.89990234375,3198.449951171875,13049.5,2225.10009765625,316.95001220703125,248.89999389648438,278.1499938964844,1266.699951171875,1468.1556396484375,737.2000122070312,1749.800048828125,1021.2000122070312,706.75,138.30999755859375,4029.39990234375,1692.0999755859375,3424.800048828125,11640.599609375,641.3499755859375,318.0
2025-02-10,2290.800048828125,1144.199951171875,6751.70068359375,2270.14990234375,1011.75,8880.5498046875,1792.4000244140625,8286.7998046875,1693.050048828125,259.8999938964844,4909.64990234375,1458.8499755859375,370.5,5938.7998046875,1220.949951171875,5335.35009765625,2473.25,1714.07470703125,1715.75,635.7000122070312,4093.735595703125,596.0,2361.449951171875,1262.5999755859375,587.8499755859375,1068.0,1880.300048828125,420.56170654296875,959.1500244140625,1960.1500244140625,3328.64990234375,3137.25,12900.75,2221.050048828125,310.5,242.4499969482422,268.70001220703125,1253.6500244140625,1445.4488525390625,736.7999877929688,1732.0999755859375,1027.5,696.0,134.0399932861328,4036.949951171875,1699.050048828125,3327.449951171875,11532.2998046875,634.9500122070312,319.04998779296875
2025-02-11,2321.75,1140.0999755859375,6308.427734375,2240.85009765625,1007.4000244140625,8762.0,1744.8499755859375,8191.2001953125,1696.75,255.14999389648438,4904.0498046875,1453.1500244140625,359.0,5946.75,1209.800048828125,4972.35009765625,2491.449951171875,1703.546142578125,1701.4000244140625,618.5999755859375,3985.550048828125,595.8499755859375,2315.25,1252.75,574.7999877929688,1054.1500244140625,1875.6500244140625,411.79998779296875,954.5,1918.5999755859375,3239.64990234375,3085.949951171875,12724.349609375,2195.5,305.6000061035156,238.9499969482422,261.45001220703125,1234.8499755859375,1416.304443359375,731.0999755859375,1699.75,1013.7999877929688,677.75,130.11000061035156,3963.550048828125,1669.0999755859375,3281.800048828125,11300.2001953125,610.7000122070312,313.0
2025-02-12,2353.449951171875,1128.949951171875,6365.54638671875,2228.25,1006.9000244140625,8711.599609375,1788.699951171875,8214.0498046875,1711.550048828125,255.60000610351562,4918.2998046875,1449.199951171875,360.3500061035156,5969.85009765625,1215.8499755859375,4849.4501953125,2484.949951171875,1697.7135009765625,1706.800048828125,629.1500244140625,4015.75,598.9000244140625,2332.5,1251.800048828125,579.7999877929688,1039.6500244140625,1863.1500244140625,409.8999938964844,956.4000244140625,1943.949951171875,3289.64990234375,2987.199951171875,12655.5498046875,2193.75,306.25,237.39999389648438,257.04998779296875,1216.550048828125,1449.3914794921875,733.1500244140625,1693.8499755859375,1029.75,684.3499755859375,132.27999877929688,3950.14990234375,1680.199951171875,3255.449951171875,11478.5,620.5,310.20001220703125
2025-02-13,2244.699951171875,1111.550048828125,6363.2001953125,2236.39990234375,1008.2000122070312,8691.349609375,1849.25,8409.0,1714.5999755859375,255.75,4888.7001953125,1472.1500244140625,361.6499938964844,6010.5,1223.5999755859375,4820.39990234375,2490.10009765625,1683.6754150390625,1697.699951171875,629.5999755859375,3956.550048828125,602.5,2321.5,1248.9000244140625,590.8499755859375,1047.25,1843.25,409.70001220703125,969.7999877929688,1972.800048828125,3263.64990234375,2978.0,12671.2998046875,2177.550048828125,306.70001220703125,234.9499969482422,259.1499938964844,1216.0999755859375,1467.70654296875,727.6500244140625,1746.3499755859375,1022.7999877929688,683.8499755859375,136.25,3910.14990234375,1675.300048828125,3231.5,11546.4501953125,629.75,308.54998779296875
